country,city,latitude,longitude,hemisphere,temp,humidity,clouds,wind,temp_max
GT,quetzaltenango,14.833332999999998,-91.516667,northern,61.84,76.0,40.0,3.24,70.0
PH,tiring,10.8527,122.51100000000001,northern,76.66,82.0,100.0,2.44,76.66
PH,jaena,11.416667,122.4,northern,74.73,89.0,100.0,4.72,74.73
PH,colacling,13.7815,122.8767,northern,80.1,82.0,100.0,15.79,80.1
PH,giporlos,11.12,125.449444,northern,79.79,86.0,100.0,11.05,79.79
PH,sibul,15.8,121.0,northern,74.28,78.0,100.0,7.36,74.28
TH,pho thong,14.667306,100.408778,northern,79.36,85.0,97.0,4.07,82.0
TH,plaeng yao,13.584667000000001,101.284028,northern,84.06,94.0,73.0,6.67,84.99
NE,tera,14.010555599999998,0.7530555999999999,northern,99.54,9.0,0.0,11.45,99.54
HN,san francisco de becerra,14.633333300000002,-86.1,northern,73.4,100.0,75.0,1.05,73.4
PH,consolacion,11.3284,122.6332,northern,76.46,87.0,100.0,6.13,76.46
PH,panlaitan,12.119069999999999,119.84861200000002,northern,82.81,80.0,100.0,5.93,82.81
GT,san juan atitan,15.433333,-91.633333,northern,60.8,87.0,75.0,2.33,60.8
HN,los tangos,15.15,-88.6833333,northern,68.0,94.0,90.0,2.59,68.0
IN,beypur,11.183333,75.81666700000001,northern,80.6,83.0,75.0,1.92,80.6
SN,bambey,14.7,-16.466666699999998,northern,87.8,55.0,0.0,13.87,87.8
PH,aguilar,15.8884,120.2378,northern,78.51,76.0,100.0,7.81,78.51
NI,belen,11.5,-85.8833333,northern,82.4,78.0,40.0,4.7,82.4
PH,bantigue,10.9245,124.4154,northern,81.5,80.0,100.0,6.76,81.5
SV,colon,13.55,-88.5666667,northern,77.63,88.0,20.0,4.7,80.6
PH,general emilio aguinaldo,14.184167,120.795833,northern,80.2,83.0,90.0,9.17,80.6
PH,manatal,14.816667,120.9,northern,80.19,83.0,90.0,9.17,80.6
PH,baybayin,13.82,121.27083300000001,northern,77.0,88.0,100.0,1.99,77.0
PH,san clemente,15.7124,120.359,northern,80.6,78.0,75.0,8.05,80.6
IN,ayyampettai,10.9,79.18333299999999,northern,86.0,58.0,20.0,5.82,86.0
IN,pullampadi,10.966667,78.916667,northern,86.0,58.0,20.0,5.82,86.0
HN,el rusio,14.4666667,-86.3666667,northern,75.51,79.0,30.0,1.81,75.51
PH,sabang,14.6951,120.2507,northern,78.8,83.0,75.0,2.24,78.8
HN,agua caliente,14.883333300000002,-88.8166667,northern,68.0,94.0,90.0,3.65,68.0
IN,arkalgud,12.765,76.056944,northern,68.49,86.0,22.0,2.21,68.49
SV,juayua,13.8413889,-89.7455556,northern,77.49,94.0,0.0,4.7,78.01
CO,san juan del cesar,10.771075,-73.00314,northern,81.81,73.0,68.0,6.85,81.81
SN,gossas,14.5,-16.0666667,northern,101.62,10.0,100.0,10.87,101.62
PH,infanta,15.8264,119.9077,northern,78.8,78.0,100.0,2.26,78.8
GT,cajola,14.916667000000002,-91.616667,northern,62.04,76.0,40.0,4.56,69.01
BR,ilheus,-14.816667,-39.033333,southern,81.95,70.0,67.0,10.45,81.95
PE,macusani,-14.083333300000001,-70.4333333,southern,47.64,60.0,100.0,4.88,47.64
BR,taperoa,-13.516667000000002,-39.1,southern,88.18,52.0,52.0,5.99,88.18
BR,barreiras,-12.133333,-45.0,southern,83.73,63.0,69.0,8.23,83.73
ZM,mazabuka,-15.866666699999998,27.766666700000002,southern,90.23,15.0,0.0,10.83,90.23
YT,bandrele,-12.906666699999999,45.1913889,southern,78.8,78.0,20.0,9.17,78.8
BR,almenara,-16.183332999999998,-40.7,southern,73.0,85.0,100.0,1.03,73.0
WS,leulumoega,-13.816666699999999,-171.91666669999998,southern,80.67,77.0,60.0,10.63,80.67
PE,urubamba,-13.307777800000002,-72.11527779999999,southern,62.6,39.0,75.0,4.7,62.6
PE,ayacucho,-13.1583333,-74.2238889,southern,64.4,39.0,90.0,4.7,64.4
PE,san luis,-12.066666699999999,-77.0,southern,64.72,77.0,90.0,9.17,64.99
WS,faleatiu,-13.816666699999999,-171.93333330000002,southern,80.94,77.0,61.0,10.54,80.94
BR,pau brasil,-15.45,-39.65,southern,81.95,65.0,91.0,3.24,81.95
ZM,nakambala,-15.833333300000001,27.766666700000002,southern,91.17,14.0,0.0,11.27,91.17
PE,marcona,-15.211944400000002,-75.11027779999999,southern,65.43,67.0,62.0,11.7,65.43
BR,rodrigues alves,-11.9,-65.0,southern,80.47,39.0,100.0,7.58,80.47
BO,san ramon,-13.2833333,-64.7166667,southern,80.6,54.0,75.0,17.22,80.6
AO,kuito,-12.383333,16.933332999999998,southern,78.8,41.0,20.0,10.29,78.8
AO,benguela,-12.578333,13.407222,southern,82.4,74.0,40.0,6.93,82.4
AO,caluquembe,-13.783332999999999,14.683333,southern,67.03,79.0,78.0,7.63,67.03
PE,santa maria,-12.0,-76.9,southern,64.72,77.0,90.0,9.17,64.99
ZM,mumbwa,-14.983333300000002,27.066666700000003,southern,90.68,17.0,0.0,9.93,90.68
BR,irara,-12.033333,-38.766667,southern,87.89,51.0,100.0,6.8,87.89
BR,diamantino,-14.416667000000002,-56.45,southern,85.75,50.0,97.0,7.16,85.75
PE,oropesa,-13.592777800000002,-71.7719444,southern,62.6,39.0,75.0,4.7,62.6
BO,san javier,-16.3333333,-62.6333333,southern,78.8,36.0,75.0,20.8,78.8
BR,entre rios,-11.933333,-38.083333,southern,86.34,61.0,99.0,7.74,86.34
BR,aguas vermelhas,-15.75,-41.466667,southern,74.75,71.0,100.0,4.63,74.75
MW,liwonde,-15.066666699999999,35.216666700000005,southern,84.72,36.0,83.0,2.53,84.72
PE,sicaya,-12.0333333,-75.2833333,southern,54.77,60.0,100.0,6.89,54.77
PE,huayucachi,-12.133333300000002,-75.2333333,southern,55.62,58.0,100.0,4.52,55.62
AU,katherine,-14.46517,132.263474,southern,87.8,19.0,0.0,9.17,87.8
BR,jaguaquara,-13.533332999999999,-39.966667,southern,80.1,60.0,86.0,6.26,80.1
BR,iraquara,-12.25,-41.6,southern,84.29,49.0,77.0,6.13,84.29
PE,imperial,-13.066666699999999,-76.35,southern,70.02,63.0,88.0,7.2,70.02
BR,padre bernardo,-15.35,-48.5,southern,73.06,87.0,100.0,3.13,73.06
WS,saipipi,-13.616666699999998,-172.1333333,southern,81.09,76.0,48.0,8.75,81.09
YT,chiconi,-12.833333300000001,45.110555600000005,southern,78.8,78.0,20.0,9.17,78.8
WS,sapulu,-13.8,-171.8833333,southern,81.27,76.0,54.0,10.96,81.27
PE,talavera,-13.653055599999998,-73.4288889,southern,48.2,87.0,90.0,3.36,48.2
BO,coripata,-16.3,-67.6,southern,50.0,57.0,75.0,6.93,50.0
MG,mananara,-16.1666667,49.7666667,southern,69.69,78.0,99.0,7.09,69.69
BR,ubaitaba,-14.3,-39.333333,southern,88.5,50.0,85.0,4.54,88.5
ZM,lukulu,-14.383333300000002,23.25,southern,97.21,10.0,97.0,9.98,97.21
PE,orcopampa,-15.2661111,-72.3416667,southern,58.21,35.0,59.0,1.63,58.21
PE,santiago,-14.188611100000001,-75.7141667,southern,64.99,87.0,34.0,4.0,64.99
WS,sagone,-13.65,-172.58333330000002,southern,70.25,95.0,75.0,10.27,70.25
AU,alyangula,-13.85413,136.421295,southern,75.2,94.0,0.0,7.02,75.2
BR,sao francisco,-15.95,-44.866667,southern,73.9,87.0,100.0,6.6,73.9
BR,buerarema,-14.95,-39.316666999999995,southern,83.73,63.0,88.0,3.83,83.73
AO,namibe,-15.196110999999998,12.152222,southern,78.8,74.0,20.0,17.22,78.8
BR,santana,-14.466667000000001,-41.8,southern,83.41,55.0,87.0,5.37,83.41
BR,sao domingos,-13.4,-46.316666999999995,southern,70.65,91.0,100.0,4.47,70.65
PE,chincha alta,-13.45,-76.1333333,southern,64.71,82.0,90.0,6.93,64.99
PE,san juan bautista,-14.010833300000002,-75.7358333,southern,64.72,82.0,90.0,6.93,64.99
BR,brumado,-14.216667000000001,-41.666667,southern,84.36,55.0,94.0,2.68,84.36
WS,sataua,-13.4666667,-172.66666669999998,southern,82.18,72.0,77.0,8.55,82.18
ZM,zambezi,-13.55,23.1166667,southern,96.06,13.0,90.0,7.65,96.06
BR,santo antonio de jesus,-12.966667,-39.266667,southern,88.72,50.0,58.0,4.45,88.72
WS,letogo,-13.833333300000001,-171.7,southern,81.25,75.0,50.0,12.03,81.25
BO,trinidad,-14.833333300000001,-64.9,southern,80.6,36.0,92.0,20.8,80.6
WS,saasaai,-13.616666699999998,-172.1333333,southern,81.09,76.0,48.0,8.75,81.09
BR,goias,-15.933333,-50.133333,southern,78.71,77.0,75.0,7.29,78.71
BO,san ignacio,-16.3666667,-60.95,southern,80.6,32.0,6.0,11.41,80.6
BR,niquelandia,-14.45,-48.45,southern,74.82,84.0,100.0,2.82,74.82
BR,alto paraguai,-14.5,-56.516667000000005,southern,86.7,48.0,94.0,7.11,86.7
ZM,serenje,-13.233333300000002,30.233333299999998,southern,80.42,28.0,38.0,9.55,80.42
BR,posse,-14.083332999999998,-46.366667,southern,71.82,88.0,100.0,4.97,71.82
WS,faleula,-13.8,-171.8,southern,81.36,75.0,47.0,11.7,81.36
BR,unai,-16.383333,-46.883333,southern,74.32,83.0,100.0,7.16,74.32
WS,afega,-13.8,-171.81666669999998,southern,81.37,75.0,49.0,11.52,81.37
BR,nazare,-13.033333,-39.0,southern,86.04,58.0,85.0,2.77,86.04
BR,brasilia,-15.783332999999999,-47.916667,southern,72.28,83.0,75.0,11.41,73.4
WS,vaovai,-14.016666699999998,-171.65,southern,80.46,76.0,78.0,11.54,80.46
BR,coracao de maria,-12.233333,-38.75,southern,88.05,52.0,100.0,5.17,88.05
PE,chupaca,-12.066666699999999,-75.2833333,southern,54.88,59.0,100.0,6.04,54.88
BR,inhumas,-16.366667,-49.5,southern,72.52,78.0,90.0,6.93,77.0
MW,machinga,-14.9666667,35.5166667,southern,84.78,34.0,39.0,9.82,84.78
BO,santa rosa,-14.166666699999999,-66.8833333,southern,77.0,57.0,75.0,5.82,77.0
ZM,chibombo,-14.65,28.066666700000003,southern,89.44,17.0,9.0,9.22,89.44
MW,kasungu,-13.0333333,33.4833333,southern,81.19,35.0,12.0,10.94,81.19
PE,paucartambo,-13.315555599999998,-71.5916667,southern,62.6,39.0,75.0,4.7,62.6
BR,sao joao da ponte,-15.933333,-44.016667,southern,71.85,87.0,100.0,8.1,71.85
BR,brasilia de minas,-16.211944,-44.430833,southern,71.02,89.0,100.0,7.87,71.02
BR,correntina,-13.333332999999998,-44.65,southern,76.21,79.0,100.0,5.99,76.21
WS,falealupo,-13.5,-172.8,southern,82.45,72.0,84.0,6.98,82.45
PE,ica,-14.068055599999997,-75.72555559999999,southern,64.74,82.0,90.0,6.93,64.99
WS,falefa,-13.883333300000002,-171.55,southern,81.05,76.0,59.0,11.72,81.05
BR,abadiania,-16.1,-48.8,southern,66.2,100.0,75.0,9.17,66.2
BR,mata de sao joao,-12.516667,-38.283333,southern,84.2,74.0,40.0,17.22,84.2
BR,sao desiderio,-12.366667,-44.966667,southern,83.77,58.0,75.0,7.47,83.77
BR,barra do bugres,-15.083332999999998,-57.183333,southern,88.32,45.0,85.0,5.35,88.32
BR,monte azul,-15.15,-42.883333,southern,79.39,63.0,84.0,4.99,79.39
AU,ngukurr,-14.73081,134.731018,southern,81.64,65.0,43.0,11.68,81.64
MW,thyolo,-16.0666667,35.1333333,southern,71.64,63.0,85.0,9.28,71.64
PE,azangaro,-14.916666699999999,-70.2166667,southern,57.2,28.0,0.0,2.24,57.2
AO,chissamba,-12.166667,17.333333,southern,78.8,41.0,20.0,10.29,78.8
MG,marovoay,-16.1,46.6333333,southern,89.6,38.0,20.0,8.05,89.6
BO,reyes,-14.316666699999999,-67.3833333,southern,78.44,57.0,75.0,5.82,80.6
BR,itaparica,-12.9,-38.7,southern,84.2,74.0,40.0,17.22,84.2
BR,sao tome,-5.971389,-36.073611,southern,94.39,38.0,100.0,11.79,94.39
PG,arawa,-6.2166667,155.55,southern,76.33,83.0,95.0,0.6,76.33
BR,imperatriz,-5.533333,-47.483333,southern,94.71,41.0,51.0,3.98,94.71
BR,cascavel,-4.116667,-38.233333,southern,87.8,62.0,75.0,16.11,87.8
BR,jardim de piranhas,-6.366667,-37.333333,southern,98.04,27.0,100.0,7.92,98.04
BR,presidente dutra,-5.25,-44.5,southern,98.85,33.0,100.0,4.41,98.85
PG,ambunti,-4.2333333,142.83333330000002,southern,74.03,96.0,64.0,1.79,74.03
TZ,kilimatinde,-5.85,34.95,southern,85.93,23.0,77.0,11.5,85.93
TZ,hedaru,-4.5,37.9,southern,80.98,49.0,76.0,9.71,80.98
ID,cisarua,-6.448333,107.12055600000001,southern,76.15,94.0,20.0,1.12,81.0
CD,kalemie,-5.933333,29.2,southern,79.75,55.0,25.0,4.99,79.75
PG,angoram,-4.0666667,144.06666669999998,southern,74.77,96.0,88.0,1.99,74.77
BR,axixa do tocantins,-5.551111,-47.595556,southern,92.88,45.0,71.0,3.13,92.88
TZ,korogwe,-5.15,38.4833333,southern,77.61,69.0,21.0,8.88,77.61
TZ,koani,-6.133333299999999,39.283333299999995,southern,84.2,70.0,75.0,16.11,84.2
CD,kasangulu,-4.591111,15.170832999999998,southern,88.7,55.0,75.0,9.17,89.6
ID,depok,-6.343333,106.49888899999999,southern,76.26,94.0,20.0,1.12,81.0
BI,makamba,-4.134722200000001,29.805,southern,72.63,64.0,73.0,1.34,72.63
BR,paulo ramos,-4.216667,-45.183333000000005,southern,96.08,37.0,69.0,5.61,96.08
TZ,konde,-4.95,39.75,southern,79.11,78.0,5.0,10.33,79.11
TZ,tanga,-5.0666667,39.1,southern,79.29,77.0,30.0,11.45,79.29
BR,aracati,-4.566667,-37.766667,southern,91.94,45.0,72.0,15.17,91.94
BR,agua branca,-5.883333,-42.633333,southern,101.21,28.0,96.0,2.82,101.21
CO,puerto narino,-3.770278,-70.38305600000001,southern,75.2,94.0,75.0,4.7,75.2
BR,palmeirais,-5.966667,-43.066666999999995,southern,98.17,36.0,100.0,3.24,98.17
BR,pirapemas,-3.7166669999999997,-44.233333,southern,99.3,31.0,0.0,4.38,99.3
TZ,uvinza,-5.103611099999999,30.391111100000003,southern,76.91,57.0,77.0,7.27,76.91
CD,luebo,-5.35,21.416667,southern,85.5,52.0,88.0,2.33,85.5
TZ,nangwa,-4.4666667,35.45,southern,73.26,39.0,39.0,11.43,73.26
TZ,mwembe,-4.15,37.85,southern,76.95,54.0,73.0,10.29,76.95
PG,rabaul,-4.2,152.18333330000002,southern,80.78,77.0,100.0,3.29,80.78
BR,maraba,-5.35,-49.116667,southern,86.0,79.0,75.0,5.82,86.0
TZ,mazinde,-4.8,38.216666700000005,southern,78.3,57.0,73.0,8.08,78.3
BR,vitorino freire,-4.066667,-45.166667,southern,95.99,38.0,48.0,5.46,95.99
TZ,makanya,-4.3333333,37.85,southern,80.24,50.0,84.0,9.64,80.24
BR,pacajus,-4.1666669999999995,-38.466667,southern,87.8,62.0,75.0,16.11,87.8
TZ,magomeni,-5.2333333,38.1166667,southern,77.61,61.0,43.0,11.86,77.61
CD,ilebo,-4.316667,20.583333,southern,86.45,56.0,70.0,2.37,86.45
BR,eusebio,-3.9,-38.45,southern,87.8,62.0,75.0,16.11,87.8
TZ,mwanga,-4.8,38.2,southern,79.86,55.0,71.0,8.66,79.86
PE,lagunas,-5.226944400000001,-75.67527779999999,southern,85.8,59.0,87.0,7.34,85.8
TZ,nguruka,-5.1091667,31.041944399999995,southern,84.25,32.0,89.0,6.76,84.25
BR,sao jose de mipibu,-6.0833330000000005,-35.25,southern,83.26,78.0,75.0,17.22,84.2
BR,pau dos ferros,-6.116667,-38.166667,southern,97.09,28.0,100.0,8.03,97.09
BR,boa viagem,-5.116667,-39.733333,southern,97.25,29.0,100.0,8.23,97.25
PE,paita,-5.0841667,-81.1105556,southern,66.2,82.0,90.0,14.99,66.2
BR,jaguaribe,-5.883333,-38.616667,southern,98.26,29.0,89.0,8.14,98.26
BR,itaituba,-4.216667,-56.016667000000005,southern,96.67,37.0,33.0,4.9,96.67
PG,ialibu,-6.2833333,143.9833333,southern,56.19,97.0,100.0,1.95,56.19
CG,loubomo,-4.1997222,12.673888900000001,southern,81.46,78.0,81.0,4.59,81.46
ID,sepatan,-6.118889,106.575,southern,78.73,94.0,20.0,1.12,81.0
TZ,maramba,-5.05,38.6166667,southern,69.49,86.0,27.0,5.93,69.49
ID,baturaja,-4.133333,104.166667,southern,75.13,92.0,100.0,6.02,75.13
CD,kabalo,-6.05,26.916666999999997,southern,80.94,74.0,97.0,1.79,80.94
ID,bone,-4.5386,120.3279,southern,77.2,84.0,100.0,3.96,77.2
TZ,sepuka,-4.75,34.533333299999995,southern,79.16,28.0,98.0,6.24,79.16
BR,beneditinos,-5.45,-42.366667,southern,93.2,38.0,0.0,6.93,93.2
TZ,kijini,-5.85,39.3166667,southern,84.2,70.0,75.0,16.11,84.2
BR,carire,-3.95,-40.45,southern,101.25,26.0,74.0,6.71,101.25
BR,campo maior,-4.816667,-42.166667,southern,102.02,27.0,96.0,3.4,102.02
BR,caucaia,-3.7,-38.65,southern,84.63,62.0,75.0,16.11,87.8
EC,cariamanga,-4.3333333,-79.55,southern,78.8,34.0,0.0,2.24,78.8
BR,macau,-5.116667,-36.633333,southern,87.26,59.0,100.0,15.99,87.26
PG,tari,-5.7,142.95,southern,57.27,92.0,100.0,1.14,57.27
BR,xambioa,-6.4325,-48.381944,southern,91.33,51.0,94.0,3.91,91.33
PE,yurimaguas,-5.9,-76.08333329999999,southern,75.2,94.0,75.0,5.61,75.2
BR,santa rita,-3.833333,-43.883333,southern,99.18,30.0,0.0,4.88,99.18
ID,tual,-5.6666669999999995,132.75,southern,83.14,76.0,40.0,13.49,83.14
BR,batalha,-4.016667,-42.083333,southern,111.81,19.0,68.0,0.58,111.81
BI,bururi,-3.9511111000000003,29.616666700000003,southern,65.1,86.0,78.0,1.3,65.1
ID,kresek,-6.1313889999999995,106.379722,southern,79.03,94.0,20.0,1.12,81.0
TZ,kintinku,-5.883333299999999,35.2333333,southern,84.2,35.0,40.0,18.34,84.2
CD,mbanza-ngungu,-5.25,14.866667000000001,southern,82.9,67.0,70.0,2.37,82.9
ID,cibinong,-6.398611,106.68861100000001,southern,76.55,94.0,20.0,1.12,81.0
PE,requena,-5.05,-73.83333329999999,southern,79.65,73.0,100.0,6.58,79.65
BR,acu,-5.577222,-36.9075,southern,96.8,41.0,75.0,8.05,96.8
BR,codajas,-3.833333,-62.083332999999996,southern,93.43,47.0,60.0,4.5,93.43
TZ,magugu,-4.0166667,35.7666667,southern,84.61,30.0,76.0,8.12,84.61
ID,teluknaga,-6.065,106.644167,southern,78.67,94.0,20.0,1.12,81.0
BR,ico,-6.4,-38.85,southern,101.95,24.0,98.0,5.99,101.95
BR,parambu,-6.216667,-40.716667,southern,95.29,30.0,88.0,7.18,95.29
BR,brejinho,-6.183333,-35.35,southern,83.3,78.0,75.0,17.22,84.2
PG,goroka,-6.0833333,145.3833333,southern,61.52,87.0,98.0,0.87,61.52
TZ,gairo,-6.15,36.8666667,southern,73.02,48.0,76.0,9.17,73.02
BR,sao domingos do maranhao,-5.7,-44.366667,southern,96.08,37.0,99.0,3.65,96.08
BR,porto,-3.9,-42.7,southern,104.5,23.0,43.0,3.06,104.5
BR,apodi,-5.65,-37.8,southern,96.8,41.0,75.0,8.05,96.8
CD,kikwit,-5.038611,18.818056,southern,83.71,73.0,53.0,1.21,83.71
ID,serpong,-6.316944,106.66416699999999,southern,76.77,94.0,20.0,1.12,81.0
TZ,kiomboi,-4.2666667,34.3666667,southern,80.06,29.0,92.0,5.95,80.06
BR,amarante,-6.233333,-42.833333,southern,93.7,40.0,100.0,4.52,93.7
TZ,puma,-5.0,34.7333333,southern,79.59,25.0,91.0,9.95,79.59
BR,montes altos,-5.8333330000000005,-47.066666999999995,southern,91.62,45.0,98.0,3.87,91.62
TZ,makuyuni,-4.7333333,38.1,southern,80.4,52.0,73.0,11.01,80.4
KE,shimoni,-4.65,39.3833333,southern,79.7,79.0,4.0,12.39,79.7
BR,esperantinopolis,-4.883333,-44.883333,southern,97.09,36.0,100.0,5.77,97.09
BR,uniao,-4.5833330000000005,-42.866667,southern,93.2,38.0,0.0,6.93,93.2
BR,parnamirim,-5.9166669999999995,-35.25,southern,83.07,78.0,75.0,17.22,84.2
PE,pueblo nuevo,-5.7166667,-79.8833333,southern,64.99,84.0,90.0,3.0,64.99
TZ,sokoni,-6.4333333,39.55,southern,83.55,70.0,75.0,16.11,84.2
SB,buala,-8.1333333,159.58333330000002,southern,79.84,76.0,67.0,1.77,79.84
ID,singaraja,-8.1127,115.0949,southern,79.2,71.0,92.0,3.58,79.2
PE,pomabamba,-8.833333300000001,-77.4666667,southern,54.48,62.0,100.0,3.98,54.48
TZ,liuli,-11.083333300000001,34.6333333,southern,81.01,58.0,10.0,11.79,81.01
BR,rio largo,-9.483333,-35.85,southern,86.0,66.0,40.0,13.87,86.0
TZ,matamba,-8.983333300000002,33.966666700000005,southern,64.11,57.0,93.0,3.62,64.11
BR,gameleira,-8.583333,-35.4,southern,85.3,61.0,70.0,9.95,85.3
PE,tarma,-11.419722199999999,-75.6908333,southern,51.91,68.0,100.0,5.26,51.91
ID,mataram,-8.583333,116.11666699999999,southern,78.8,88.0,75.0,1.43,78.8
BR,satuba,-9.566667,-35.816666999999995,southern,86.0,66.0,40.0,13.87,86.0
BR,capim grosso,-11.366667,-40.016667,southern,82.71,58.0,97.0,3.74,82.71
TZ,liwale,-9.766666699999998,37.9333333,southern,81.7,49.0,52.0,4.25,81.7
BR,sertania,-8.083333,-37.266667,southern,92.17,27.0,95.0,6.8,92.17
PE,santiago de chuco,-8.15,-78.1833333,southern,59.32,46.0,96.0,0.81,59.32
BR,maruim,-10.75,-37.083333,southern,86.0,66.0,40.0,16.11,86.0
BR,gilbues,-9.838889,-45.353889,southern,84.87,62.0,97.0,3.83,84.87
BR,jaru,-10.433333,-62.45,southern,76.53,75.0,100.0,5.99,76.53
TZ,matai,-8.3,31.516666700000002,southern,75.2,53.0,75.0,3.4,75.2
PE,laredo,-8.1,-78.95,southern,60.8,87.0,90.0,6.93,60.8
CD,likasi,-10.981389,26.733333000000002,southern,85.08,26.0,19.0,4.32,85.08
TZ,mbinga,-10.933333300000001,35.0166667,southern,78.8,47.0,75.0,11.41,78.8
BR,piritiba,-11.733333,-40.566666999999995,southern,78.87,65.0,99.0,4.16,78.87
PE,casma,-9.4666667,-78.3166667,southern,70.02,64.0,99.0,6.58,70.02
BR,xapuri,-10.65,-68.516667,southern,73.4,78.0,90.0,6.93,73.4
TZ,mtama,-10.3,39.3666667,southern,80.67,61.0,46.0,8.5,80.67
TZ,mbamba,-11.2833333,34.7666667,southern,79.61,62.0,14.0,7.92,79.61
BR,pilao arcado,-10.15,-42.433333000000005,southern,85.28,54.0,82.0,11.61,85.28
BR,barreiros,-8.816667,-35.2,southern,84.42,64.0,76.0,10.16,84.42
BR,conceicao do coite,-11.55,-39.266667,southern,84.29,54.0,97.0,5.21,84.29
TZ,ilembo,-9.25,33.3833333,southern,64.6,68.0,45.0,6.06,64.6
PE,trujillo,-8.1166667,-79.0333333,southern,60.8,87.0,90.0,6.93,60.8
BR,belem de sao francisco,-8.766667,-38.966667,southern,94.28,29.0,100.0,6.82,94.28
PE,la oroya,-11.5333333,-75.9,southern,47.17,71.0,100.0,5.57,47.17
TZ,mahanje,-9.933333300000001,35.3333333,southern,78.1,47.0,43.0,7.29,78.1
BR,vitoria de santo antao,-8.116667,-35.3,southern,86.0,66.0,75.0,10.29,86.0
BR,garanhuns,-8.9,-36.483333,southern,82.69,51.0,93.0,8.81,82.69
BR,brejo da madre de deus,-8.15,-36.366667,southern,87.03,42.0,99.0,11.27,87.03
BR,buique,-8.616667,-37.15,southern,88.18,35.0,91.0,4.45,88.18
TZ,mlimba,-8.8,35.8166667,southern,85.48,43.0,2.0,3.4,85.48
ZM,nchelenge,-9.35,28.733333299999998,southern,82.8,48.0,3.0,5.32,82.8
BR,itaiba,-8.95,-37.416667,southern,92.71,31.0,91.0,2.95,92.71
MW,chitipa,-9.7166667,33.2666667,southern,77.86,39.0,93.0,9.1,77.86
BR,igreja nova,-10.116667,-36.65,southern,88.92,53.0,90.0,11.88,88.92
AO,saurimo,-9.66078,20.391553,southern,86.0,45.0,40.0,5.46,86.0
BR,sento se,-9.666667,-41.3,southern,85.91,51.0,45.0,9.91,85.91
BR,pedra,-8.5,-36.95,southern,93.02,31.0,88.0,5.48,93.02
PE,morococha,-11.599722199999999,-76.14111109999999,southern,40.42,79.0,100.0,3.44,40.42
BR,sao luis do quitunde,-9.333333,-35.55,southern,86.0,66.0,40.0,13.87,86.0
BR,pombos,-8.15,-35.4,southern,86.0,66.0,75.0,10.29,86.0
PE,satipo,-11.266666699999998,-74.6833333,southern,67.91,82.0,100.0,1.43,67.91
BR,porto walter,-8.261111,-72.738889,southern,72.21,89.0,100.0,5.32,72.21
BR,tamandare,-8.75,-35.1,southern,83.48,67.0,77.0,9.6,83.48
BR,remanso,-9.683333,-42.066666999999995,southern,84.38,57.0,67.0,10.27,84.38
SB,auki,-8.766666699999998,160.7,southern,77.94,85.0,44.0,3.85,77.94
BR,sao joao,-8.866667,-36.366667,southern,83.44,52.0,96.0,8.81,83.44
BR,itiuba,-10.716667,-39.85,southern,85.71,50.0,96.0,3.42,85.71
BR,ibimirim,-8.533333,-37.7,southern,93.4,29.0,92.0,5.06,93.4
BR,coruripe,-10.133333,-36.166667,southern,84.34,65.0,88.0,14.09,84.34
BR,maribondo,-9.583333,-36.233333,southern,86.0,66.0,40.0,13.87,86.0
ID,wlingi,-8.0776,112.3311,southern,72.19,91.0,100.0,3.36,72.19
BR,messias,-9.416667,-35.833333,southern,86.0,66.0,40.0,13.87,86.0
TZ,laela,-8.566666699999999,32.05,southern,79.07,32.0,11.0,2.48,79.07
PE,junin,-11.1588889,-75.9930556,southern,43.47,82.0,100.0,7.29,43.47
BR,areia branca,-10.766667,-37.316666999999995,southern,86.0,66.0,40.0,16.11,86.0
PE,huarmey,-10.066666699999999,-78.16666670000001,southern,67.32,72.0,99.0,7.61,67.32
BR,santo amaro das brotas,-10.783333,-37.066666999999995,southern,86.0,66.0,40.0,16.11,86.0
BR,utinga,-10.983333,-42.95,southern,81.99,64.0,73.0,7.9,81.99
TZ,kiwira,-9.166666699999999,33.533333299999995,southern,71.22,61.0,25.0,5.59,71.22
BR,porto da folha,-9.916667,-37.283333,southern,94.03,38.0,95.0,9.84,94.03
BR,dois riachos,-9.383333,-37.083333,southern,95.31,31.0,92.0,9.6,95.31
PG,balimo,-8.05,142.95,southern,73.58,97.0,86.0,3.06,73.58
TZ,chimala,-8.85,34.0166667,southern,80.33,33.0,55.0,5.14,80.33
AO,kibala,-10.73366,14.979949,southern,77.32,70.0,39.0,7.27,77.32
TZ,itumba,-9.4,33.1833333,southern,75.22,44.0,83.0,8.1,75.22
TZ,matiri,-10.75,34.9,southern,75.69,49.0,56.0,6.6,75.69
BR,araua,-11.266667,-37.616667,southern,86.0,66.0,40.0,16.11,86.0
PE,moche,-8.1833333,-79.0333333,southern,60.8,87.0,90.0,6.93,60.8
BR,neopolis,-10.3,-36.583333,southern,89.04,54.0,87.0,12.88,89.04
PE,san miguel de cauri,-10.1,-76.58333329999999,southern,64.4,77.0,90.0,3.36,64.4
PG,daru,-9.083333300000001,143.2,southern,77.83,86.0,31.0,9.6,77.83
BR,ouro preto do oeste,-10.666667,-62.3,southern,76.44,71.0,100.0,7.05,76.44
BR,dianopolis,-11.700556,-46.743056,southern,74.68,86.0,100.0,5.91,74.68
