country,city,latitude,longitude,hemisphere,temp,humidity,clouds,wind,temp_max
IN,jiran,24.316667000000002,74.883333,northern,70.07,23.0,0.0,5.64,70.07
PH,mabusag,17.9261,120.4976,northern,73.69,74.0,100.0,10.42,73.69
TH,sawankhalok,17.315972,99.831861,northern,75.96,88.0,29.0,2.71,75.96
IN,jugsalai,22.766667,86.18333299999999,northern,78.44,59.0,84.0,3.49,78.44
IN,kagaznagar,19.333333,79.483333,northern,72.37,58.0,0.0,5.59,72.37
IN,kharar,22.7,87.68333299999999,northern,79.09,64.0,80.0,5.14,79.09
MX,ahualulco,22.4,-101.166667,northern,42.8,75.0,5.0,2.01,42.8
MX,tancitaro,19.333333,-102.366667,northern,60.8,87.0,75.0,0.72,60.8
IN,sundargarh,22.116667,84.033333,northern,75.27,54.0,0.0,3.33,75.27
MX,huehuetoca,19.848889,-99.204167,northern,51.48,71.0,5.0,6.93,51.8
TH,mae ramat,16.984032,98.516646,northern,73.81,91.0,81.0,2.1,73.81
CN,qingyuan,23.7,113.03333300000001,northern,74.95,73.0,8.0,3.69,77.0
US,marathon,24.713333300000002,-81.0905556,northern,83.73,74.0,1.0,6.93,84.2
MX,tezontepec,19.883333,-98.81666700000001,northern,51.8,71.0,5.0,6.93,51.8
MX,las juntas,19.416667,-104.7,northern,77.0,73.0,20.0,6.93,77.0
US,pinecrest,25.6666667,-80.3083333,northern,83.48,78.0,75.0,8.05,84.99
TH,kumphawapi,17.108751,103.014874,northern,79.0,83.0,60.0,4.59,79.0
IN,petlawad,23.0,74.8,northern,74.62,29.0,0.0,5.46,74.62
IN,jetpur,21.733333,70.616667,northern,80.6,44.0,0.0,4.7,80.6
MX,rio grande,23.716667,-102.966667,northern,58.62,44.0,0.0,5.82,58.62
PH,hapao,16.879661,121.016042,northern,63.75,85.0,100.0,2.26,63.75
SN,richard toll,16.466666699999998,-15.683333300000001,northern,102.6,8.0,67.0,13.51,102.6
IN,igatpuri,19.7,73.55,northern,73.13,62.0,29.0,2.68,73.13
PH,mabini,17.096943,121.73724299999999,northern,70.74,90.0,100.0,9.73,70.74
MX,el sauz,20.466667,-100.1,northern,46.4,81.0,20.0,4.7,46.4
CU,manicaragua,22.1494444,-79.97361109999999,northern,81.5,83.0,20.0,8.05,82.4
IN,ghatal,22.666667,87.716667,northern,79.0,65.0,87.0,5.08,79.0
IN,mundra,22.85,69.733333,northern,83.66,39.0,0.0,10.65,83.66
IN,narsingi,18.033333,78.43333299999999,northern,74.93,73.0,40.0,2.24,77.0
PH,balaoan,16.8219,120.4045,northern,78.39,71.0,100.0,3.24,78.39
MX,tancuayalab,21.733333,-98.56666700000001,northern,65.79,71.0,0.0,3.8,65.79
MX,valle de juarez,19.933332999999998,-102.93333299999999,northern,61.99,73.0,0.0,3.98,61.99
MX,acambay,19.955833,-99.841667,northern,57.06,58.0,0.0,3.67,57.06
MX,kantunil,20.8,-89.033333,northern,78.89,88.0,90.0,4.14,79.0
MX,tetela del volcan,18.866667,-98.716667,northern,60.13,71.0,5.0,8.05,68.0
IN,bhubaneswar,20.233333,85.833333,northern,80.6,83.0,20.0,1.12,80.6
IN,baghmara,22.253611,88.87055600000001,northern,80.6,94.0,40.0,5.5,80.6
IN,dubrajpur,23.8,87.383333,northern,77.94,61.0,0.0,4.47,77.94
MX,tetepango,20.1,-99.166667,northern,56.62,59.0,9.0,0.27,56.62
PH,mabuttal,18.3762,121.5147,northern,75.38,79.0,98.0,12.88,75.38
MX,tlaltelulco,19.275,-98.193056,northern,53.6,71.0,5.0,8.05,53.6
MX,ixtapa,16.8,-92.916667,northern,68.0,88.0,75.0,2.64,68.0
IN,barghat,22.033333,79.716667,northern,67.82,49.0,0.0,6.04,67.82
IN,kotar,24.716667,80.983333,northern,74.41,26.0,68.0,3.24,74.41
IN,pathri,19.25,76.45,northern,73.87,61.0,0.0,7.45,73.87
MX,el limon,19.816667000000002,-104.18333299999999,northern,70.72,77.0,0.0,1.32,70.72
US,sabana grande,18.0797222,-66.9608333,northern,86.85,65.0,87.0,7.0,89.01
IN,jaora,23.633333,75.133333,northern,71.65,22.0,0.0,6.15,71.65
MX,miahuatlan,18.283333,-97.283333,northern,64.99,64.0,9.0,1.99,64.99
IN,matheran,18.983333,73.266667,northern,86.0,58.0,0.0,5.82,86.0
BD,nabinagar,23.8916667,90.9733333,northern,78.8,88.0,75.0,3.51,78.8
IN,songadh,21.166667,73.56666700000001,northern,77.49,42.0,24.0,6.04,77.49
JM,port antonio,18.1833333,-76.4666667,northern,83.07,79.0,40.0,6.93,84.2
MX,contepec,20.016667,-100.116667,northern,57.78,81.0,20.0,4.7,64.99
US,miami lakes,25.908333300000002,-80.30888890000001,northern,80.47,94.0,1.0,3.36,82.99
MX,lagunillas,21.033333,-104.533333,northern,68.0,77.0,0.0,2.95,68.0
MX,el colomo,19.05,-104.25,northern,77.0,73.0,20.0,6.93,77.0
PH,banaue,16.913559,121.061842,northern,59.72,94.0,100.0,2.3,59.72
IN,kannad,20.266667,75.133333,northern,78.8,57.0,75.0,5.1,78.8
MX,guichicovi,16.966667,-95.1,northern,70.84,68.0,48.0,10.98,70.84
JO,busayra,30.737603999999997,35.607746999999996,northern,64.78,50.0,0.0,7.47,64.78
MT,santa venera,35.890833,14.474167000000001,northern,70.38,64.0,20.0,5.82,71.6
IN,gulaothi,28.6,77.783333,northern,73.4,40.0,0.0,4.7,73.4
MT,gzira,35.905833,14.488056,northern,70.95,64.0,20.0,5.82,71.6
IN,kotdwara,29.75,78.533333,northern,64.4,88.0,20.0,3.36,64.4
IN,chuari khas,32.433333000000005,76.016667,northern,61.81,38.0,0.0,7.29,61.81
JP,isawa,35.65,138.633333,northern,44.01,85.0,0.0,1.99,44.01
IN,rampur,28.816667,79.033333,northern,72.79,37.0,0.0,3.24,72.79
US,wylie,33.015,-96.5386111,northern,52.92,76.0,1.0,8.05,55.0
SY,salamiyah,35.0166667,37.05,northern,75.69,35.0,100.0,3.49,75.69
NP,banepa,27.633333299999997,85.5166667,northern,64.4,77.0,20.0,2.24,64.4
PK,bhawana,31.56918,72.648992,northern,70.83,20.0,0.0,5.46,70.83
IN,ramnagar,32.816666999999995,75.31666700000001,northern,69.8,52.0,20.0,1.12,69.8
PK,charsadda,34.143453,71.73173100000001,northern,69.8,35.0,5.0,4.7,69.8
IN,nahan,30.55,77.3,northern,75.2,27.0,5.0,5.82,75.2
US,lake worth,26.615555600000004,-80.05722220000001,northern,82.56,74.0,1.0,11.41,84.2
PT,santa cruz,32.683333000000005,-16.8,northern,74.03,73.0,20.0,12.75,75.0
US,woodway,31.5058333,-97.2047222,northern,50.85,87.0,52.0,6.8,54.0
IN,taranagar,28.6709,75.0351,northern,73.58,18.0,0.0,5.77,73.58
US,canyon,34.980277799999996,-101.9183333,northern,48.2,70.0,1.0,10.29,48.2
IR,bam,29.105999999999998,58.357,northern,58.41,29.0,0.0,3.56,58.41
US,germantown,35.0866667,-89.81,northern,49.96,87.0,20.0,3.36,53.01
PK,kandiaro,27.060114000000002,68.209088,northern,73.13,20.0,0.0,2.82,73.13
US,bennettsville,34.6172222,-79.685,northern,56.48,66.0,75.0,10.29,57.0
US,poway,32.9627778,-117.035,northern,48.52,76.0,1.0,0.92,55.4
IN,sunam,30.133333,75.8,northern,69.28,18.0,0.0,6.35,69.28
GR,stalis,35.3,25.4333333,northern,66.16,68.0,40.0,10.29,69.8
PK,bhalwal,32.270078999999996,72.876494,northern,69.44,21.0,0.0,5.37,69.44
US,yucaipa,34.0336111,-117.04222220000001,northern,53.17,34.0,5.0,5.1,54.0
JP,nogata,33.733333,130.73333300000002,northern,55.65,71.0,56.0,3.36,57.2
US,highland village,33.091666700000005,-97.04638890000001,northern,52.95,69.0,56.0,10.27,55.0
IN,ghanaur,30.332221999999998,76.607222,northern,75.2,27.0,5.0,5.82,75.2
US,san marcos,33.1433333,-117.1652778,northern,54.82,62.0,1.0,1.14,66.99
US,rancho cucamonga,34.1063889,-117.59222220000001,northern,58.19,54.0,20.0,4.16,66.2
IN,sarauli,28.5,79.1,northern,74.53,31.0,0.0,3.98,74.53
IR,borazjan,29.2666,51.2159,northern,84.2,39.0,0.0,9.17,84.2
US,norco,33.9311111,-117.54777779999999,northern,52.21,87.0,1.0,2.51,64.99
JP,yokaichi,35.1,136.2,northern,47.03,76.0,22.0,4.85,50.0
US,winston,28.031388899999996,-82.015,northern,75.49,65.0,90.0,8.05,78.01
US,raymondville,26.481111100000003,-97.78277779999999,northern,56.93,76.0,1.0,5.08,63.0
AF,geresk,31.820894,64.570048,northern,56.97,28.0,0.0,7.96,56.97
IN,narauli,28.5,78.716667,northern,74.35,30.0,0.0,4.14,74.35
JP,itsukaichi,35.725278,139.217778,northern,48.2,76.0,1.0,4.7,48.2
US,bay saint louis,30.308611100000004,-89.33,northern,53.46,87.0,1.0,46.08,57.99
LY,nalut,31.8683333,10.982777800000001,northern,68.0,43.0,0.0,8.97,68.0
IN,deshnok,27.8,73.35,northern,75.9,18.0,0.0,6.71,75.9
US,dunn,35.3061111,-78.6091667,northern,54.55,62.0,1.0,6.93,55.4
US,sugar land,29.619444399999995,-95.63472220000001,northern,58.91,93.0,1.0,3.69,61.0
US,henderson,32.1530556,-94.7991667,northern,46.8,93.0,1.0,4.7,48.2
US,san jacinto,33.783888899999994,-116.95777779999999,northern,47.46,28.0,1.0,4.14,51.01
JP,tanushimaru,33.35,130.683333,northern,54.95,71.0,44.0,3.36,57.2
US,robinson,31.4675,-97.1144444,northern,50.32,87.0,5.0,4.7,54.0
IN,gagret,31.666666999999997,76.06666700000001,northern,67.06,26.0,0.0,2.91,67.06
CN,hutang,31.533333000000002,119.483333,northern,57.0,85.0,20.0,3.0,57.0
JP,satte,36.066666999999995,139.716667,northern,57.7,56.0,4.0,0.98,61.0
US,rockwall,32.9311111,-96.4594444,northern,52.72,76.0,1.0,8.05,55.0
CN,jiaozuo,35.239722,113.233056,northern,59.56,30.0,1.0,7.61,59.56
US,san bernardino,34.1083333,-117.2888889,northern,52.72,34.0,5.0,4.32,54.0
BH,sitrah,26.1547222,50.6205556,northern,82.4,74.0,5.0,6.93,82.4
US,spring hill,28.555555600000005,-82.4505556,northern,74.44,73.0,1.0,6.93,78.01
US,indio,33.720555600000004,-116.21472220000001,northern,58.06,57.0,1.0,2.55,64.99
CN,beidao,34.568611,105.89333300000001,northern,47.75,52.0,0.0,2.33,47.75
US,hartselle,34.4433333,-86.9352778,northern,53.69,62.0,1.0,8.05,57.99
EG,alexandria,31.198055600000004,29.9191667,northern,78.12,54.0,40.0,13.87,78.8
US,weatherford,35.5261111,-98.7072222,northern,49.44,57.0,1.0,12.75,53.01
PK,alipur,29.384645000000003,70.91157199999999,northern,72.95,19.0,0.0,1.77,72.95
PK,kamir,30.433333,73.05,northern,71.65,20.0,0.0,6.6,71.65
PK,lahore,31.549721999999996,74.343611,northern,71.6,46.0,0.0,4.79,71.6
IN,narwana,29.616667,76.116667,northern,70.81,19.0,0.0,5.61,70.81
US,winter springs,28.698611100000004,-81.3083333,northern,76.78,73.0,1.0,3.36,79.0
US,de land,29.028055600000005,-81.30333329999999,northern,77.92,69.0,40.0,5.82,80.01
IN,shikarpur,28.283333000000002,78.016667,northern,73.38,23.0,0.0,2.51,73.38
US,bonita springs,26.339444399999994,-81.77888890000001,northern,82.06,79.0,53.0,3.0,82.99
IN,pulwama,33.883333,74.916667,northern,52.11,41.0,1.0,1.7,52.11
US,allen,33.103055600000005,-96.6702778,northern,52.63,84.0,55.0,10.56,55.0
CN,ningxiang,28.25,112.55,northern,66.2,82.0,100.0,8.95,66.2
US,tarboro,35.896666700000004,-77.53611109999999,northern,51.31,71.0,90.0,8.05,53.6
US,hinesville,31.8466667,-81.59611109999999,northern,60.87,67.0,20.0,9.17,63.0
SA,tabuk,28.399804,36.571505,northern,87.8,21.0,40.0,18.34,87.8
MX,rio muerto,27.416666999999997,-110.233333,northern,59.0,58.0,75.0,2.98,59.0
IN,karanpura,29.841944,73.454167,northern,73.33,18.0,0.0,4.07,73.33
US,spring valley,36.10805560000001,-115.24416670000001,northern,53.51,25.0,20.0,3.36,55.99
US,north miami beach,25.932777800000004,-80.16277779999999,northern,80.78,100.0,90.0,4.7,84.0
IN,nirmali,26.316667,86.583333,northern,77.59,60.0,88.0,3.62,77.59
MT,xghajra,35.885556,14.5475,northern,70.32,64.0,20.0,5.82,71.6
JP,mobara,35.416667,140.3,northern,52.99,87.0,20.0,5.82,59.0
US,santa fe springs,33.9472222,-118.08444440000001,northern,53.51,81.0,1.0,1.16,55.4
JP,futtsu,35.305278,139.818611,northern,57.99,62.0,20.0,5.82,59.0
AF,gazni,33.550833000000004,68.4225,northern,41.18,37.0,0.0,2.44,41.18
CN,zhuzhou,27.691868,113.15213700000001,northern,66.2,82.0,71.0,8.95,66.2
IN,aligarh,27.883333,78.083333,northern,72.28,21.0,0.0,2.39,72.28
IR,fasa,28.9383,53.6482,northern,71.6,17.0,0.0,4.7,71.6
PK,doaba,33.424444,70.736389,northern,60.13,28.0,0.0,2.08,60.13
IN,mursan,27.583333000000003,77.93333299999999,northern,66.2,59.0,5.0,2.24,66.2
IN,jahangirabad,28.416666999999997,78.1,northern,73.69,27.0,0.0,3.0,73.69
US,covington,35.5641667,-89.6463889,northern,50.0,81.0,1.0,4.7,53.01
CN,hanzhong,33.072778,107.03027800000001,northern,56.84,54.0,100.0,0.56,56.84
US,south daytona,29.165555600000005,-81.0047222,northern,78.73,65.0,20.0,11.41,80.01
IL,qiryat shemona,33.207334,35.572117999999996,northern,77.0,33.0,0.0,6.93,77.0
IL,qiryat atta,32.800556,35.106389,northern,77.97,69.0,75.0,12.75,78.8
TR,edremit,39.596111,27.024444,northern,64.4,45.0,0.0,4.7,64.4
JP,tamamura,36.3,139.116667,northern,46.99,76.0,2.0,1.28,46.99
IT,acquaviva delle fonti,40.9,16.833333,northern,65.53,49.0,0.0,6.93,68.0
IT,giarre,37.716667,15.183333,northern,68.18,76.0,0.0,1.01,70.0
GR,theodoriana,39.4341667,21.2086111,northern,57.99,53.0,0.0,3.49,57.99
ES,conil,36.277194,-6.088497,northern,75.99,52.0,0.0,3.76,75.99
US,north wantagh,40.6933333,-73.50805559999999,northern,41.58,65.0,1.0,9.17,44.01
IT,mugnano di napoli,40.916667,14.2,northern,68.09,72.0,20.0,5.82,69.8
TR,sirnak,37.522778,42.459444,northern,50.49,42.0,32.0,2.86,50.49
TN,manubah,36.808029,10.097205,northern,71.6,56.0,40.0,9.17,71.6
GR,rizomilos,39.4333333,22.75,northern,70.5,35.0,20.0,5.82,71.6
GR,koilas,37.4166667,23.1333333,northern,67.86,48.0,0.0,3.24,67.86
TR,gebze,40.802758000000004,29.430684000000003,northern,59.0,62.0,40.0,8.05,59.0
IT,melito di porto salvo,37.916667,15.783332999999999,northern,63.43,68.0,0.0,17.22,69.8
PT,vendas novas,38.677056,-8.457924,northern,72.5,68.0,20.0,2.24,79.0
PT,tavira,37.127338,-7.6486089999999995,northern,72.45,83.0,0.0,5.82,75.0
US,jeannette,40.328055600000006,-79.6155556,northern,39.81,82.0,0.0,4.0,41.0
IT,locri,38.233333,16.266667,northern,59.86,68.0,0.0,17.22,69.8
GR,alli meria,39.3666667,22.9833333,northern,71.6,35.0,20.0,5.82,71.6
IT,campi salentina,40.399444,18.018611,northern,66.25,72.0,0.0,11.41,68.0
PT,cantanhede,40.346708,-8.594195,northern,72.18,59.0,65.0,6.96,75.0
US,mineola,40.7491667,-73.64111109999999,northern,41.11,64.0,20.0,8.05,43.0
GR,paliambela,38.9166667,20.95,northern,69.91,56.0,0.0,8.05,70.0
AM,dalarik,40.2183333,43.8602778,northern,64.42,37.0,75.0,2.24,66.2
GR,asini,37.55,22.8666667,northern,63.9,50.0,0.0,2.48,68.0
JP,iiyama,36.85,138.366667,northern,44.92,87.0,31.0,6.6,48.99
TR,ahlat,38.751775,42.481353000000006,northern,55.49,38.0,100.0,6.06,55.49
CN,liaocheng,36.443889,115.964722,northern,57.18,51.0,61.0,2.73,57.18
CN,dezhou,37.448611,116.2925,northern,53.4,51.0,100.0,1.79,53.4
US,rancho cordova,38.5891667,-121.30166670000001,northern,46.8,70.0,1.0,1.05,53.01
TR,usak,38.673511,29.405799,northern,54.0,41.0,0.0,6.49,54.0
GR,rizarion,40.7872222,22.083888899999998,northern,70.14,73.0,1.0,0.89,72.0
JP,sakata,38.916667,139.855,northern,51.66,68.0,61.0,10.49,51.66
GR,traganon,37.8833333,21.3166667,northern,71.6,40.0,20.0,4.7,71.6
US,claremore,36.3125,-95.61583329999999,northern,50.41,61.0,1.0,8.05,54.0
US,herndon,38.96944439999999,-77.38638890000001,northern,45.45,70.0,20.0,2.1,48.0
US,ronkonkoma,40.8152778,-73.11277779999999,northern,41.29,65.0,20.0,8.05,43.0
US,frankfort,38.2008333,-84.8733333,northern,43.27,80.0,1.0,3.36,45.0
CN,zhangdian,36.790556,118.06333300000001,northern,59.45,67.0,83.0,6.76,59.45
US,fords,40.529166700000005,-74.3163889,northern,40.39,60.0,1.0,4.7,43.0
CN,linqing,36.845556,115.71166699999999,northern,55.85,38.0,69.0,1.1,55.85
CN,liangxiang,39.731944,116.14,northern,60.87,43.0,100.0,3.42,64.0
TJ,panjakent,39.5030556,67.615,northern,51.8,34.0,18.0,0.76,51.8
PT,gafanha da encarnacao,40.618058000000005,-8.733025999999999,northern,70.74,77.0,75.0,8.05,73.0
IT,rende,39.333333,16.183332999999998,northern,68.0,72.0,2.0,12.75,68.0
JP,muika,37.066666999999995,138.883333,northern,47.1,84.0,23.0,8.32,48.99
GR,sparti,37.0733333,22.429722199999997,northern,71.82,46.0,40.0,6.93,72.0
JP,daigo,36.766667,140.35,northern,48.0,73.0,2.0,1.45,48.0
IT,frattamaggiore,40.95,14.266667000000002,northern,67.69,72.0,20.0,5.82,68.0
US,independence,39.091111100000006,-94.4152778,northern,52.34,66.0,1.0,13.87,55.0
US,beaver falls,40.7519444,-80.3194444,northern,39.33,69.0,1.0,5.82,42.01
IT,martano,40.2,18.3,northern,68.49,72.0,0.0,11.41,69.01
GR,peraia,40.5002778,22.925,northern,70.54,46.0,20.0,14.99,71.6
TN,manzil bu zalafah,36.683122999999995,10.584311999999999,northern,70.72,56.0,40.0,9.17,71.6
US,grand island,40.925,-98.3416667,northern,47.71,70.0,1.0,11.41,48.99
AZ,gilazi,40.870977,49.342333,northern,69.49,60.0,24.0,3.4,69.49
PT,lisbon,38.716667,-9.133333,northern,70.11,64.0,20.0,4.7,71.6
JP,hasama,38.490528999999995,141.114724,northern,48.22,75.0,0.0,1.39,48.22
US,hastings,40.586111100000004,-98.3880556,northern,46.62,75.0,1.0,6.93,48.0
US,martinsville,36.6913889,-79.8727778,northern,46.24,65.0,90.0,8.05,46.4
ES,rota,36.622363,-6.358589,northern,73.18,64.0,0.0,9.17,78.8
ES,catarroja,39.4,-0.4,northern,72.88,64.0,0.0,8.05,75.99
US,kings park,40.8861111,-73.2577778,northern,41.27,65.0,20.0,8.05,43.0
TR,bingol,38.884722,40.493889,northern,61.18,32.0,100.0,3.71,61.18
US,danville,37.6455556,-84.7722222,northern,44.17,86.0,1.0,3.36,51.01
PT,campo maior,39.017742,-7.064967,northern,77.4,41.0,0.0,1.12,80.01
GR,velventos,40.2516667,22.063055600000002,northern,67.78,31.0,0.0,4.7,72.0
ES,aspe,38.345112,-0.767215,northern,72.32,41.0,0.0,5.82,75.2
US,montgomery,39.228055600000005,-84.35416670000001,northern,44.85,67.0,0.0,6.26,46.99
US,hays,38.8791667,-99.32638890000001,northern,46.94,81.0,1.0,10.29,50.0
GR,neokhorion,37.9166667,21.2,northern,71.6,40.0,20.0,4.7,71.6
PT,monchique,37.317747999999995,-8.555294,northern,69.8,83.0,0.0,5.82,69.8
US,new hyde park,40.735,-73.6883333,northern,41.27,64.0,20.0,8.05,44.01
US,shiloh,38.5613889,-89.8972222,northern,46.63,93.0,1.0,3.36,48.99
US,normal,40.514166700000004,-88.9905556,northern,43.97,69.0,1.0,16.11,46.99
GR,marathokambos,37.726388899999996,26.69,northern,71.6,56.0,0.0,11.41,71.6
US,bridgeton,38.76694439999999,-90.4113889,northern,48.63,65.0,40.0,11.41,51.01
ES,baeza,37.993839,-3.471029,northern,76.98,35.0,0.0,3.0,79.0
US,san ramon,37.78,-121.97694440000001,northern,50.49,70.0,1.0,3.11,54.0
GR,kato soulion,38.1666667,24.0,northern,62.11,56.0,0.0,1.99,66.99
AM,lernantsk,40.79555560000001,44.2783333,northern,59.0,41.0,75.0,5.17,59.0
ES,alhaurin de la torre,36.663106,-4.562716,northern,72.48,53.0,0.0,9.17,73.0
US,bluefield,37.269722200000004,-81.2225,northern,39.78,74.0,1.0,8.05,43.0
PT,pinhal novo,38.631057,-8.913764,northern,70.12,68.0,20.0,2.24,71.6
US,newport,39.0913889,-84.4958333,northern,44.47,62.0,20.0,10.29,46.99
US,orem,40.296944399999994,-111.69388889999999,northern,29.43,68.0,1.0,4.7,30.2
US,chowchilla,37.1230556,-120.25916670000001,northern,41.65,45.0,1.0,1.54,42.8
IR,rudbar,36.8049,49.408,northern,64.4,100.0,20.0,5.26,64.4
IT,mottola,40.635278,17.035277999999998,northern,68.95,49.0,0.0,6.93,72.0
GR,portokhelion,37.3166667,23.15,northern,67.89,48.0,0.0,3.8,67.89
US,antioch,38.005,-121.8047222,northern,47.3,82.0,0.0,2.1,48.0
US,brentwood,37.9319444,-121.6947222,northern,47.52,66.0,20.0,5.82,48.2
IT,lizzano,40.383333,17.45,northern,71.73,46.0,0.0,14.99,73.4
ES,paiporta,39.433333000000005,-0.416667,northern,72.52,64.0,0.0,8.05,75.99
US,welby,39.8366667,-104.9586111,northern,50.99,16.0,20.0,6.64,57.2
PT,setubal,38.533333,-8.9,northern,70.21,68.0,20.0,2.24,71.6
AL,leskovik,40.15138889999999,20.597222199999997,northern,66.2,42.0,1.0,4.7,66.2
GR,taxiarkhis,40.4333333,23.5166667,northern,65.61,51.0,0.0,11.27,70.0
GR,oinoussai,38.514166700000004,26.220277799999998,northern,66.2,39.0,0.0,12.75,66.2
GR,akraifnion,38.45,23.216666699999998,northern,67.5,37.0,20.0,4.7,69.01
TD,moussoro,13.6425,16.4888889,northern,96.04,12.0,0.0,15.88,96.04
PH,banalo,13.6464,121.1817,northern,77.0,88.0,100.0,1.99,77.0
PH,putlod,15.3706,120.8675,northern,80.6,78.0,75.0,8.05,80.6
PH,jamabalud,10.8788,122.6212,northern,77.58,82.0,100.0,4.59,77.58
PH,balite,14.9,120.78333300000001,northern,80.38,78.0,75.0,8.05,80.6
PH,castanas,13.8744,121.5533,northern,77.0,88.0,100.0,1.99,77.0
IN,nileshwar,12.25,75.1,northern,80.6,83.0,40.0,2.24,80.6
SV,antiguo cuscatlan,13.673055599999998,-89.24083329999999,northern,77.25,94.0,0.0,4.7,80.6
HN,el chichicaste,14.066666699999999,-86.3,northern,77.23,76.0,79.0,3.11,77.23
PH,dasol,15.9902,119.8828,northern,79.39,79.0,100.0,2.62,79.39
ML,banamba,13.55,-7.45,northern,97.38,12.0,6.0,10.31,97.38
IN,krishnarajasagara,12.436667,76.382778,northern,78.8,57.0,16.0,1.81,78.8
PH,lanao,11.2603,124.0373,northern,81.7,81.0,100.0,14.14,81.7
PH,san jose,12.455842,121.04591299999998,northern,78.49,84.0,100.0,1.72,78.49
IN,puttur,12.766667,75.216667,northern,82.4,78.0,75.0,3.36,82.4
PH,matagbak,14.130556,120.834722,northern,80.22,83.0,90.0,9.17,80.6
PH,cabugao,13.5962,124.2804,northern,81.77,82.0,100.0,24.0,81.77
IN,sattenapalle,16.4,80.18333299999999,northern,80.6,78.0,20.0,4.7,80.6
GT,tacana,15.233332999999998,-92.083333,northern,73.4,83.0,5.0,2.24,78.8
GT,joyabaj,14.995,-90.806111,northern,65.86,77.0,75.0,13.87,73.0
PH,santa juliana,15.32826,120.42863100000001,northern,80.6,78.0,75.0,8.05,80.6
GW,bissau,11.85,-15.583333300000001,northern,93.2,52.0,20.0,3.36,93.2
PH,caticlan,11.927672,121.95361000000001,northern,82.31,76.0,100.0,15.17,82.31
GT,atescatempa,14.174444,-89.7425,northern,69.26,88.0,90.0,4.7,71.6
PH,biga,13.904012,120.648754,northern,80.02,77.0,100.0,11.12,80.02
HN,jutiapa,15.766666699999998,-86.5166667,northern,80.6,74.0,40.0,3.36,80.6
HN,guayape,14.7166667,-86.83333329999999,northern,71.6,88.0,75.0,4.7,71.6
BF,po,11.169722199999999,-1.145,northern,98.17,15.0,0.0,6.26,98.17
HN,san jose de pane,14.483333300000002,-87.83333329999999,northern,62.6,93.0,75.0,9.17,62.6
GT,santa catarina mita,14.45,-89.75,northern,71.56,88.0,90.0,4.7,77.0
HN,corozal,15.8,-86.7166667,northern,80.6,74.0,40.0,3.36,80.6
PH,armenia,12.253241000000001,123.74361,northern,77.5,90.0,100.0,7.2,77.5
PH,macayug,16.0896,120.405,northern,77.2,79.0,100.0,7.05,77.2
IN,sulya,12.566667,75.383333,northern,82.4,78.0,75.0,3.36,82.4
PH,aureliana,10.8849,121.9769,northern,79.5,80.0,100.0,7.56,79.5
PH,candelaria,11.2893,122.5228,northern,76.35,84.0,100.0,6.67,76.35
ET,bati,11.183333,40.016667,northern,73.94,39.0,71.0,6.71,73.94
NG,funtua,11.523252000000001,7.30813,northern,89.44,21.0,1.0,9.62,89.44
PH,malabanban,13.933333,121.46666699999999,northern,77.0,88.0,100.0,1.99,77.0
HN,agua fria,13.45,-87.55,northern,78.8,88.0,40.0,3.36,78.8
IN,pulivendla,14.416667000000002,78.233333,northern,78.46,58.0,1.0,4.29,78.46
PH,bungsuan,11.2404,122.6976,northern,75.51,90.0,100.0,6.2,75.51
HN,san fernando,14.683333300000001,-89.1166667,northern,69.21,88.0,90.0,4.7,71.6
PH,cadiz,10.9465,123.288,northern,80.26,82.0,100.0,11.61,80.26
MR,maghama,15.516666699999998,-12.85,northern,101.39,8.0,100.0,10.6,101.39
GT,chajul,15.485278,-91.03416700000001,northern,61.75,87.0,75.0,4.03,64.4
IN,siruguppa,15.633332999999999,76.9,northern,77.09,57.0,0.0,3.04,77.09
BF,kongoussi,13.325833300000001,-1.5347222,northern,98.78,11.0,7.0,10.8,98.78
AN,willemstad,12.1,-68.91666670000001,northern,80.6,88.0,40.0,8.05,80.6
PH,dasmarinas,14.329444,120.93666699999999,northern,80.2,83.0,90.0,9.17,80.6
TH,bang lamung,12.976278,100.914056,northern,81.34,77.0,57.0,1.81,82.99
PH,puelay,15.885,120.57416699999999,northern,75.54,80.0,100.0,5.7,75.54
HN,el obraje,14.0,-86.4333333,northern,77.45,75.0,89.0,3.11,77.45
PH,carmen,15.4428,120.8231,northern,80.6,78.0,75.0,8.05,80.6
IN,mallasamudram,11.483333,78.033333,northern,79.52,61.0,2.0,3.29,79.52
GT,monjas,14.5,-89.866667,northern,68.94,88.0,90.0,4.7,77.0
GW,farim,12.4838889,-15.221666699999998,northern,95.97,28.0,96.0,4.88,95.97
PH,bingawan,11.232999999999999,122.5672,northern,75.92,85.0,100.0,6.44,75.92
TH,non sung,15.180139000000002,102.256945,northern,77.99,99.0,16.0,7.02,79.0
PH,mabitac,14.4259,121.429,northern,80.2,83.0,90.0,9.17,80.6
PH,lopez jaena,10.8478,123.4141,northern,78.71,84.0,100.0,12.44,78.71
IN,bagepalli,13.784722,77.793056,northern,73.4,78.0,40.0,3.36,73.4
HN,punta ocote,15.2,-87.2833333,northern,71.6,88.0,75.0,4.7,71.6
HN,cerro blanco,14.666666699999999,-87.7833333,northern,62.6,93.0,75.0,9.17,62.6
PH,lavezares,12.5336,124.3305,northern,81.7,83.0,100.0,20.18,81.7
